combo_name,mean_stride_dur,double_support_pct,r_stance_pct,l_stance_pct,subject_id,is_real,PC1,PC2
REAL_Healthy,1.1412079918032787,26.70311475409836,63.26872950819672,63.34754098360656,control12,True,0.38984806560038926,-0.1696409144925802
REAL_Huntingtons,1.2006612068965516,30.431982758620688,64.60461206896552,65.83543103448275,hunt3,True,0.6677321217407426,-0.0705171103358474
REAL_Huntingtons,1.1629495815899582,38.48330543933054,74.53564853556485,63.962133891213384,hunt11,True,0.9842048858344932,0.6806193555143172
REAL_Parkinsons,1.0578558935361215,35.19593155893536,68.15022813688213,67.07768060836501,park5,True,0.9374771900521712,0.14540851349161793
REAL_Huntingtons,1.204139224137931,33.33573275862069,65.66616379310345,67.72875,hunt7,True,0.8800975137546599,-0.0038776719718420162
REAL_Healthy,1.1119464,30.86328,64.69824,66.17840000000001,control16,True,0.6967978354687502,-0.09199749582213902
REAL_ALS,1.1951359913793105,30.731422413793105,65.93918103448276,64.81314655172413,als8,True,0.6432705256184746,0.0360729906579828
REAL_Parkinsons,1.1340204081632652,33.43861224489795,68.4411836734694,65.01538775510204,park1,True,0.7785411966060529,0.2051498409190676
REAL_Huntingtons,1.13896267281106,48.73857142857143,71.0316129032258,77.34410138248847,hunt15,True,1.9842204175937423,0.3094925515325738
REAL_ALS,2.3046426229508197,37.119180327868854,68.53155737704918,66.6594262295082,als12,True,1.077102597992337,0.5450212663302785
REAL_Healthy,1.1082998,28.03292,65.16207999999999,62.87012,control5,True,0.4345301791378325,-0.0331883801040889
REAL_ALS,1.2961704651162789,33.98558139534884,69.18739534883721,64.86227906976744,als3,True,0.8080483249533059,0.309853239729239
REAL_Huntingtons,1.0839193359375,25.9184765625,63.562070312500005,62.2757421875,hunt8,True,0.3082821513887502,-0.15623546496862875
REAL_Healthy,1.0723602316602316,32.048185328185326,64.44625482625483,67.61073359073359,control1,True,0.806144860629274,-0.1333332914289508
REAL_ALS,1.7501880503144656,64.9537106918239,69.53616352201257,72.92805031446542,als7,True,2.580773591418365,0.44447575371566744
REAL_Huntingtons,1.0302705555555556,31.154074074074067,68.02237037037037,63.143370370370384,hunt9,True,0.5916323175974979,0.1573716393089663
REAL_ALS,1.575361079545455,44.05897727272727,72.92852272727272,71.12056818181819,als6,True,1.546829060602295,0.6262884404803384
REAL_ALS,1.520154918032787,35.80207650273224,67.2951912568306,68.53284153005464,als13,True,1.0467375234087393,0.20523729645597394
REAL_Healthy,1.0408372659176028,25.65434456928839,62.92692883895132,62.724007490636694,control4,True,0.3103332491043056,-0.22017634840028033
REAL_ALS,1.1490834710743802,31.54884297520661,65.22070247933884,66.33640495867769,als2,True,0.7379180110349414,-0.042964547869615614
REAL_Huntingtons,1.1078164682539682,30.978690476190476,63.60698412698412,67.56111111111112,hunt18,True,0.7548937047718267,-0.18610157985408354
REAL_Healthy,1.090717843137255,32.96866666666667,68.6835294117647,64.29298039215686,control3,True,0.7261264142483991,0.2161989048196622
REAL_ALS,1.2917156097560976,73.44043902439024,66.57043902439025,64.8579024390244,als5,True,2.613993871547354,0.17923411705405373
REAL_ALS,1.1337071138211383,34.93459349593496,67.43544715447155,67.49963414634145,als10,True,0.944813392582151,0.11062010388552021
REAL_Healthy,1.0681026923076922,25.7415,63.19207692307692,62.54792307692309,control7,True,0.3093600207937779,-0.19090792603523213
REAL_Parkinsons,1.365654187192118,40.88133004926108,69.57753694581281,71.19610837438424,park8,True,1.3844807316921737,0.31213825632532893
REAL_ALS,1.2985481958762888,36.108711340206185,69.41463917525775,66.6779381443299,als1,True,0.9793482275195812,0.31412209820428016
REAL_ALS,1.2150421397379914,33.403580786026204,66.12034934497815,67.31781659388646,als11,True,0.8683599283781039,0.036656804336076536
REAL_Healthy,1.029694074074074,31.90037037037037,68.65592592592591,63.24974074074074,control6,True,0.6317009529204575,0.20413562058118656
REAL_Parkinsons,1.252422747747748,28.34945945945946,64.64923423423423,63.73256756756757,park9,True,0.4903121031683133,-0.03622315138809453
REAL_Huntingtons,1.146235390946502,36.39181069958848,69.9098353909465,66.55485596707818,hunt19,True,0.9803907142054261,0.3076680092634533
REAL_Healthy,1.1539896265560166,23.090705394190874,61.942240663900414,61.11829875518673,control2,True,0.1316396821528523,-0.24912638602981227
REAL_ALS,2.058668148148148,45.49918518518519,71.34014814814813,74.01644444444446,als4,True,1.7517565570529186,0.6263753489870265
REAL_Parkinsons,1.1790065217391303,45.11656521739131,75.026,70.02421739130436,park11,True,1.5350035900469505,0.6767298191097781
REAL_Healthy,1.0353403345724908,31.494609665427507,64.65925650557621,66.83884758364312,control11,True,0.7481639576376785,-0.1222925834350666
REAL_Huntingtons,1.0797017441860466,31.22267441860465,66.60228682170542,64.68503875968992,hunt12,True,0.656066772398293,0.053161569202248196
REAL_Healthy,1.012266,27.31970909090909,63.981745454545454,63.334763636363625,control9,True,0.4124377282455175,-0.1536754661073214
REAL_Parkinsons,1.0352156133828996,28.53617100371747,64.44226765799257,64.0946468401487,park6,True,0.5012602237838526,-0.1180039834540336
REAL_Parkinsons,1.1728911392405064,36.55877637130802,69.37308016877637,67.20679324894515,park15,True,1.0144408127089104,0.2702047804849389
REAL_Huntingtons,1.0401869402985071,38.77451492537313,74.62865671641791,64.08611940298506,hunt4,True,0.9961845453991602,0.6509132922080554
REAL_Healthy,1.400344191919192,27.675858585858588,63.85686868686869,63.830909090909095,control15,True,0.46937814625754676,-0.05336197947644404
REAL_Parkinsons,1.0053537906137184,26.117472924187727,63.93057761732854,62.18808664259927,park2,True,0.310553978156524,-0.1509228551191993
REAL_Huntingtons,1.478955,36.76531578947368,71.47905263157895,66.11557894736842,hunt16,True,1.0015895693252077,0.5252535902079815
REAL_Parkinsons,1.0068875899280578,30.808057553956832,60.370683453237405,69.01737410071942,park14,True,0.7924088699829087,-0.46776728276867996
REAL_Huntingtons,1.0541893536121671,24.485437262357415,62.91513307984791,61.520228136882125,hunt5,True,0.20886940985595737,-0.20802010264505194
REAL_Healthy,1.1161259036144575,27.283654618473896,63.95,63.35184738955824,control14,True,0.4169882239052463,-0.12585944955343237
REAL_Parkinsons,1.208357391304348,38.37491304347826,71.36317391304347,67.02617391304348,park3,True,1.0973305239816522,0.43185281319434277
REAL_Huntingtons,1.1235016129032256,32.11806451612903,66.48032258064515,65.55181451612903,hunt17,True,0.7341563157245707,0.050497464822048976
REAL_Parkinsons,0.9673038194444444,35.86861111111111,69.47937499999999,66.48604166666667,park10,True,0.9429022305392653,0.22340012666239853
REAL_Healthy,1.0024184115523465,26.51057761732852,63.76259927797833,62.751371841155226,control10,True,0.35072225283769676,-0.16867982325289327
REAL_Huntingtons,0.8999085483870968,22.287129032258065,60.512548387096786,61.80554838709676,hunt1,True,0.10523696038252175,-0.4363911711309422
REAL_Huntingtons,1.6685437125748503,31.443712574850306,66.70239520958083,64.31425149700598,hunt13,True,0.6832673019327935,0.23647401833624127
REAL_Healthy,1.064806896551724,27.92463601532567,63.644865900383145,64.28241379310344,control8,True,0.48038918704214234,-0.17083329854292623
REAL_Parkinsons,1.2258050884955751,34.71898230088495,67.25371681415929,67.02017699115044,park7,True,0.9201328261795533,0.1281904024771962
