combo_name,mean_stride_dur,double_support_pct,r_stance_pct,l_stance_pct,PC1,PC2,is_real
combo_a_ALS_strength_vmax,0.395,6.185567010309279,44.74226804123712,55.97938144329897,0.2712887003418418,-5.813235840472054,False
combo_a_ALS_strength_vmax,0.4211904761904762,7.628865979381444,47.21649484536082,55.05154639175258,0.5197479533784003,-5.655204139898604,False
combo_a_ALS_strength_vmax,0.3924444444444445,5.670103092783505,43.29896907216495,57.73195876288659,-0.021933641245313693,-5.642779940107898,False
combo_a_ALS_strength_vmax,0.4028888888888889,7.11340206185567,45.876288659793815,56.90721649484536,0.22037494133464972,-5.453852073795877,False
combo_a_ALS_strength_vmax,0.4620512820512821,9.690721649484535,44.74226804123712,61.134020618556704,-0.47056510047107664,-4.598891970148841,False
combo_a_ALS_strength_vmax,0.3,12.30366492146597,50.78534031413613,55.75916230366492,0.47390907213107947,-4.911320499874317,False
combo_b_stroke_unilateral,0.37642857142857145,8.282208588957054,53.37423312883436,47.54601226993865,1.8436430881638632,-6.463888988647642,False
combo_b_stroke_unilateral,0.47857142857142854,6.5015479876160995,51.857585139318886,48.45201238390093,1.731037891749614,-6.519619848957899,False
combo_b_stroke_unilateral,0.44625000000000004,7.346938775510205,46.53061224489796,45.30612244897959,1.557124001431127,-7.726068938063983,False
combo_b_stroke_unilateral,0.48162162162162164,8.041237113402062,50.41237113402062,51.23711340206185,1.2142666358120557,-6.046035929071308,False
combo_b_stroke_unilateral,0.405,8.404384896467722,52.49695493300853,47.38124238733252,1.7851227320348089,-6.587743769683985,False
combo_b_stroke_unilateral,0.44583333333333336,6.913996627318718,56.66104553119731,42.49578414839797,2.780730917603848,-7.175228864093984,False
combo_b_stroke_unilateral,0.265,8.421052631578947,55.78947368421052,42.63157894736842,2.5640999209732973,-7.197654517430875,False
combo_c_feedback_delay_noise,0.33067669172932335,1.9750952291225048,84.03765417215502,7.666295739177762,9.270797297447578,-11.412072821225083,False
combo_c_feedback_delay_noise,0.3863967611336032,2.5446626878563996,82.0553637269543,10.708208704811767,8.743515250744693,-10.984756447853815,False
combo_c_feedback_delay_noise,0.4146969696969697,1.965123016531828,81.04661235168054,12.319378543526346,8.515027067312317,-10.793609359702211,False
combo_c_feedback_delay_noise,0.42968911917098446,2.531520120279266,77.08900697528519,17.07790992130487,7.614896624814046,-10.24422493379765,False
combo_c_feedback_delay_noise,0.42301158301158304,2.573482617282638,73.74851656942371,16.281196191189725,7.405538851245234,-10.781922676099864,False
combo_c_feedback_delay_noise,0.4357511737089202,2.937032986635678,74.03444666204915,17.083641791689132,7.325539022958427,-10.568589811784882,False
combo_c_feedback_delay_noise,0.4476136363636363,3.35039219150676,74.52852719132461,16.315974527049853,7.434346358499155,-10.649210258311092,False
combo_c_feedback_delay_noise,0.4435177865612648,2.125701132664351,76.15342199334705,13.473576319508677,7.956010418805634,-11.100117888096632,False
combo_c_feedback_delay_noise,0.4206547619047619,2.832773353021155,67.77063233176912,17.091393565120434,6.776339293118031,-11.27971105687039,False
combo_c_feedback_delay_noise,0.3815942028985507,2.345110037487748,74.32585615917458,13.350318926081288,7.78222039998805,-11.328148018188461,False
combo_c_feedback_delay_noise,0.3954255319148936,1.7281226154269302,77.30355070124237,12.41537322382436,8.183674006221509,-11.208942319484843,False
combo_c_feedback_delay_noise,0.4347953216374269,2.138945556486937,82.19762049847292,10.319502142880408,8.832544292528898,-11.06084268134145,False
